,Comment,Emotion
4204,feel style charming creepy macabre drink fountain,joy
4205,also feel fearful concerned worried,fear
4206,plead people feel distraught not hear,fear
4207,like new bunnysuit wear feel cute,joy
4208,feel little torture lose,anger
4209,feel like movie dangerous mind,anger
4210,highly recommend want feel totally amazing ab,joy
4211,really feel wrong patient,anger
4212,realize conversation make people feel paranoid upset generally,fear
4213,take part football match referee extremely partial opposite team stir discontent anger,anger
4214,really shut lot end pregnancy feel even irritable anxious maybe need bounce back get back normal,anger
4215,feel come determined see,joy
4216,feel corner mouth curl triumphant grin,joy
4217,write moment feel cold chill,anger
4218,feel like finally position decide whether indulge joyful jubilation claim free chocolate bar,joy
4219,become dismayed study people wear start feel like though outfits gorgeous buy way,joy
4220,feel scared unsure place,fear
4221,feel little weird compare big old number young insecure childlike playful silly feel inside,fear
4222,go go anti dance flow feel eager since ill mat anyhow might even circuit grow spine,joy
4223,feel inspire get back indigo pot,joy
4224,feel like med not work correctly idk weird,fear
4225,use emoticon would awkward writing feel amuse write right oppose xd,joy
4226,wait human ahkman feel kiss frightened,fear
4227,feel rebellious start end instead beginning good place start,anger
4228,think find still shake head disbelief feel truly disgusted,anger
4229,wish november away try forget thanksgive need mindful really matter feel overwhelmed,fear
4230,get sudden feeling completely annoyed,anger
4231,feel helpless clueless homesick,fear
4232,mention post color pretty feel uncomfortable eye,fear
4233,know mean harm can not help feel offended,anger
4234,feel like relationship seem little rush though,anger
4235,feel appal see misused apostrophe bbc incorrect spelling itv last week,anger
4236,fascinated structure function brain incredible everything think feel memory emotion create store strange convoluted structure,fear
4237,pass left side would occasionally reset weak leg get put half guard feel comfortable take back mount,joy
4238,feel delighted stay manila near end feel reason,joy
4239,feel little light spirit know neither warrick despise incredible naivety stupidity,anger
4240,know good friend think legend xd tell hilarious badass time feel like wimpy dork,fear
4241,feel like lense look cute,joy
4242,like feel suspicious paranoid everyone around include cat spending way much time self loathing thought sink unwarranted unnecessary depression feel supremely guilty act like bitch,fear
4243,stand near maxs crib watch whole thing feel terrified,fear
4244,forgive accept allow feel superior see perceive someone worship progress instead realise defeat whole point process within,joy
4245,smile people smile back tell feel little cheer see jolly morning,joy
4246,feel like wimpy blubber fool right,fear
4247,feel mom despise much do,anger
4248,feel distressed sufficient,fear
4249,feel strange sense importance life world stare star night,fear
4250,anger people feel agitated something get frantic speak fast snippy,fear
4251,feel cranky defensive,anger
4252,feel pressured come something else funny write,fear
4253,feel like never get impatient around sharp object inevitably lead tear,anger
4254,feel little stressed seriously one nothing blame,anger
4255,write feel get annoyed sick simply close tab,anger
4256,crush bus mate feel strange use despise,fear
4257,feel indecisive baker although room small double still seem big hate loud guy across hall,fear
4258,want feel way passionate connection long separate two,joy
4259,feel strange sense achievement scrape every nook cranny shell juicy morsel,fear
4260,wish president hardly know people get feeling hate quiet smile,anger
4261,keep wake feel glad dream would fall back asleep dream continue,joy
4262,feel weird scatter wonder million different thing,fear
4263,feel fairly calm,joy
4264,feel fearful thing not go go way want ex,fear
4265,friend make yuuki feel special,joy
4266,grin kiss way body way do except less tooth feel rather mellow content moment,joy
4267,feel wrong,anger
4268,feel bitter,anger
4269,feel obnoxious anymore,anger
4270,feel aggravate listen phoenix lose find,anger
4271,feel rather artistic feel like share artwork,joy
4272,feel reluctant supply motion picture score star,fear
4273,mention feel cranky,anger
4274,feel agitated become easily overwhelmed,fear
4275,barely seem remember live middle come term likelihood would single rest life feel pretty content,joy
4276,go say feel paranoid lol,fear
4277,feel like torture government secret know anything,anger
4278,feel like casual nonchalant attitude easi,joy
4279,feel like get less intelligent day,joy
4280,enjoy life wish help many people possible feel fabulous show way,joy
4281,know car enthusiast bit tribal start feel suspicious car journalist turn dark side not worry still prefer four wheel two,fear
4282,feel anxious frustrated right,fear
4283,purposely put statement negative show feel gun shy,fear
4284,feeling might offend one dork sit censorship cubicle doom,anger
4285,think main benefit wet surface give even early stroke something play also help get ass deep end pool feel hesitant begin,fear
4286,feel bitter theofilou say lack support nod agreement kastrioti wait turn board,anger
4287,feel like fuck massively able fight suicidal,anger
4288,feel really tranquil right,joy
4289,admittedly feel like crap want sleep day cranky want yell everyone,anger
4290,feel dorm begin breath pleased liberty,joy
4291,feel shift positive,joy
4292,think since compel act meek asian front kind feel tad inhibit extent can not even,fear
4293,wonder anyone ever feel particularly inspire move watch question time day,joy
4294,not feel welcome first enter morris quickly change leave feel happy,joy
4295,feel pretty relieved psyche actually get see something penn say member production team sift mound trash pull box game atari product,joy
4296,feel change timid speak except underground murmur,fear
4297,feel frustrated sometimes mac lipstick read name open select shade,anger
4298,listen feel dissatisfied,anger
4299,feel giggly upbeat even though feel like probably morose sombre,joy
4300,know people since resident room treat way feel angered,anger
4301,suppose way feel irritated know anything help lone cause feel,anger
4302,feel pissed old friend friend,anger
4303,stop think feel paranoid like judge know probably feel way,fear
4304,think maybe strongly feel brad looks really distract,anger
4305,would feel hesitant use medical system need,fear
4306,feel restless home day probably coope school home way long,fear
4307,start feel cold,anger
4308,feel hesitant unsure doubtful,fear
4309,feel selfish self indulgent,anger
4310,feel make hateful bastard stupid make assume connection hateful,anger
4311,hear many thing happen back singapore get feel irritated depressed able,anger
4312,would feel strange describe anyone interested let know add,fear
4313,feel worthwhile cause hope decide participate,joy
4314,feel lot less irritable,anger
4315,feel uncertain,fear
4316,sure folk virginia florida handful swing state agree feel put upon insult constant barrage,anger
4317,admit feel excited yet unprepared surgery,joy
4318,feel like creative home truly paint make music,joy
4319,ill let huge dieting secret feel festive give right,joy
4320,reach hand feel warmth sense strange mysterious connection great sea life intimately share buoy wave love hope joy surrender great transcendent surge let take wherever,fear
4321,feel pressured move item wedding checklist,fear
4322,even get jealous bf speak good friend girl also friend mine listen understand friendship trust towards bf high feel jealous,anger
4323,need tell someone feel gorgeous,joy
4324,think kind take we long build good inventory sauce oil spice non perishable feel like chance make something delicious without specifically go buy every single item recipe,joy
4325,feel pretty jolly,joy
4326,lot stress feel overwhelmed,fear
4327,actually feel solidarity americans go cry blood iraq torture prisoner stripping bill right,fear
4328,feel frustrated lonely hard time think elf regain strength let spend together guy member sure,anger
4329,say want give little sample writing deny feel little generous today suppose share one little taste,joy
4330,would estimate speak nepali feel intelligent speak english german feel intelligent spanish feel intelligent,joy
4331,boat trip denmark,joy
4332,feel like bit rush,anger
4333,feel yet heartless go man break heart,anger
4334,ride sunday still feel little apprehensive monday decide title lunge href http en,fear
4335,feel much love mother appreciative do,joy
4336,express gene dominant voice feel rather wonderful really writer poet carefree crazy,joy
4337,make mistake think less clearly feel anxious,fear
4338,feel distressed supportive campaign senator,fear
4339,feel bit obnoxious definately weather,anger
4340,want know f habitual feel frightened wh n initiation r career,fear
4341,feel festive today even go put tree soon finish catch week going on coronation street,joy
4342,not expect much addicted nicotine experience withdrawal symptom feel irritable stressed go mad craving inability concentrate dry mouth trouble sleep wake every night,anger
4343,ask feel hesitant,fear
4344,go fish really feel carefree fish everyday,joy
4345,feel need mellow find something ipod suit ready pump always get go tune two get rev,joy
4346,inspect sample wheat start feel suspicious character,fear
4347,feel delicious absolutely darling delicious,joy
4348,proclaim lose bit sanity feel shaky,fear
4349,even feel strange forget primer put foundation bare skin,fear
4350,brush side tuck behind ear feel rebellious strand escape tickle cheek lip realize one control,anger
4351,able maintain physical mental activity well necessary structure routine without feel pressured overdo,fear
4352,shocked feel little problem put perspective feel heartache innocent life end,joy
4353,feel terribly impatient,anger
4354,feel like strange place life one take care one care,fear
4355,feel restless otherwise know useless lazy take long break write,fear
4356,feel intimidate question,fear
4357,know feeling fade away day two even hour cute hairstyle start droop frizz,joy
4358,feel glamorous share,joy
4359,realise hate people feel threaten,fear
4360,never think could feel thankful awful thing make strong even husband get weak,joy
4361,feel like distraught parent breathe neck,fear
4362,feel indecisive blah,fear
4363,want exhibit new piece kinda make thing bit stressful know feel somewhat dissatisfied show old work,anger
4364,take medication trigger really point stand feel anymore get past barrier medicine afraid vomit,fear
4365,feel ecstatic homework,joy
4366,often refer weak sure mean exactly say know reflect past two year feel strong strong accomplish,joy
4367,britain louis xvi marie antoinette think perhaps feel loss russia violent entire family comparatively recent,anger
4368,feel pretty officer krupke somewhere,joy
4369,feel resentful giver,anger
4370,feel particularly creative,joy
4371,feel like hateful person sometimes,anger
4372,know carry obvious prejudice feeling watch repeatedly torture topic,anger
4373,could feel radiant heat emanating naked sex reach longingly probe tip hardness,joy
4374,keep quiet someone say something hurtful say feel want rude,anger
4375,imagine go come away feel little jealous quite,anger
4376,feel really overwhelmed mine,fear
4377,feel affect people around story try year find way back life long violent relationship,anger
4378,feel entertainer talented williams become part life,joy
4379,feel language warning pretty benign open suggestion improve,joy
4380,feel kind hesitant food suck go dinner night follow drink,fear
4381,feel like preface post w disclaimer sort enraged peta something equally horrible,anger
4382,feel something valuable herzog study particularly relate idea art medium influence society culture,joy
4383,feel afraid write many thought need come,fear
4384,think say beautiful thing think mean love think make feel terrific,joy
4385,need warmth remind life feel cold empty,anger
4386,bag qaf look cryin jacynthe lookin good feelin gorgeous rupaul skin scissor sister valentine sun feed kayle daddy gerle awake unkind u,joy
4387,feel like today sweet treat would something serve north pole,joy
4388,still feel bit grouchy,anger
4389,look feel dissatisfied,anger
4390,think tell dad feel skeptical we,fear
4391,simply help feel dissatisfied read glance,anger
4392,still feel strong,joy
4393,think wake every day feel terrify way feel totally exhilirate face thing always scared,fear
4394,feel energetic year,joy
4395,feel honored,joy
4396,feel like heartless b tch hate much,anger
4397,feel like pretty petty thing complain,anger
4398,could listen hour without feel either threaten slight bit shocked,fear
4399,feel angry man name muaz,anger
4400,feel less hateful fandom,anger
4401,feel honored insult,joy
4402,pop chair feel like something worthwhile,joy
4403,feel pleased resist till get next four night shift,joy
4404,feel contented stay ground take slow build little thing come way,joy
4405,feel christmas special ever,joy
4406,wake feel alarmed,fear
4407,feel violence petty impractical,anger
4408,feel anxious come event activity require physical energy may emotional event require emotional energy look parent adult take charge,fear
4409,big city solo afraid go six day wander around lose six day feel uncomfortable six day know dress six day know six day know eat six day disaster disaster disaster,fear
4410,incredibly thankful temple blessing promise especially feeling come either inside amazing building simply drive,joy
4411,wake feel grumpy tired unhappy plain sick thing,anger
4412,feel like make mad upset talk,anger
4413,not really want talk anyone kind selfish feel rather ignore selfish,anger
4414,feel relaxed get good care need accept advice give unless feel strongly otherwise,joy
4415,feel like count letter one support current status quo say least state,joy
4416,feel mad feel angry feel callous lose confused feel cheap used unfaithful let start let start let start,anger
4417,try complain show attack feel helpless like parent would,fear
4418,feel terrific start put weight,joy
4419,feel like distracted come year old brother wait hand foot,anger
4420,another reason foreign tourist feel reluctant drive island,fear
4421,could not shake feeling leave somehow sort hate do,anger
4422,want sweep foot feel special rather tell,joy
4423,feel suspicious,fear
4424,feel smug continue resolution use huge paper stack never cut here late offering use graphic curtain call paper,joy
4425,feel incredibly graceful sexy pose say,joy
4426,always feel quite smart wear,joy
4427,feel really annoyed,anger
4428,know high school pretty fuckin chill say girl feels insult threaten blog write would like apologize offend sorry,anger
4429,feel frustrated work wonder live life meaning purpose,anger
4430,may feel uncomfortable want give,fear
4431,never actually feel sense suspense springer obviously try build reference religious programming nothing book build suspense nothing could see make feel uptight worried anxious character,fear
4432,get feel actor physically talente skilled presentational acting do little research background character wilder,joy
4433,feel doubtful,fear
4434,feel puppy mill puppy mill run greedy people care quality life animal,anger
4435,return home feeling invigorate want,joy
4436,love job know surgery emergency always feel resentful especially sleep,anger
4437,might afraid leave house nurse public commit social engagement wear anything make look bad already feel honor fearless friday invite newbie mom reader something scare,joy
4438,description,anger
4439,love life love laugh enjoy funny side thing honestly not look funny side thing would spend majority life feeling piss stupid thing people,anger
4440,feel inspire eager press sun shine,joy
4441,feel one stubborn one,anger
4442,feel frightened small thing,fear
4443,feel paranoid wear makeup,fear
4444,feel satisfied,joy
4445,feel grumpy,anger
4446,feel uncertain cry phone say can not finish reading,fear
4447,certainly place feel welcome make point go place find feeling welcome,joy
4448,read much discovery exploration wild west feel concept precious take part often book bring refined feel sit back chair quiet time,joy
4449,focus injustice anger rise feel frustrated know change thing,anger
4450,also always afraid cold pool realize actually feel cold lap,anger
4451,feeling inspire summery element favorite past time beach bummin,joy
4452,really not feel sociable bar anymore,joy
4453,must say though feel pretty violent,anger
4454,feel bother thing use keep night,anger
4455,feel really wonderful love life live,joy
4456,know let thing go feel good,joy
4457,postpone feel virtuous labor,joy
4458,essentially least mind solve design problem fucking feel like work iteration feel like bother leave shit junior designer,anger
4459,feel product deserve positive review want leave somewhat contradictory final thought,joy
4460,feel wrong,anger
4461,wake feel shaky nauseous lot cramp pressure abdoman pelvis,fear
4462,feel incredibly restless,fear
4463,ill admit bitchy sometimes feel time go get bitchy relationship go past month mark,anger
4464,feel glamorous,joy
4465,feel like snob bit skeptical start idea kenny werner neither thomas musician give book,fear
4466,keep stare quivering flower feel like violent flower time lapse photography flower shiver vigorous growth accelerate flicker sun racing sky herald end relationship even start,anger
4467,feel insincere,anger
4468,feel pretty hateful towards refrigerator clean,anger
4469,try come idea feel clever keep piece fun make interesting look,joy
4470,mother keep leadingstring,anger
4471,feel keen get camp site realise give good gift free accommodation free service,joy
4472,feel bouncy enough rustle people keen go,joy
4473,feel phrase imply calm orderly procession would remove refuse,joy
4474,not feel anything special,joy
4475,would knowingly wound feeling even one may wrong would seek good make friend,anger
4476,love feeling run cold see breath cold air seem refresh inside,anger
4477,want go ask batting feel hesitant approach big player,fear
4478,feel little nervous anxious never second guess decision,fear
4479,detest feel uncertain,fear
4480,actually feel frightened people right,fear
4481,feel though write often enough cruise life equally special way,joy
4482,feel paranoid tonight check blog stat,fear
4483,manage whole tuesday eat clean caffeine today feel rather shaky,fear
4484,think affect much result back one big flaw feel enough pretty enough smart enough name,joy
4485,spend much time feel comfortable,joy
4486,sometimes confused well moment time need day pay bill come not money need sometimes feel confused well,fear
4487,go sleep feel reluctant let go day,fear
4488,feel pressured helpless not control,fear
4489,feel reluctant intermittent lacklustre pen thought,fear
4490,front blank canvas feel calm focus,joy
4491,can not help feel skeptical whole thing,fear
4492,feel slightly shaky headache,fear
4493,know know buffy one feel nervous whole multiple dog flight thing go pan,fear
4494,dry bladder ready day feel brave,joy
4495,feel clever,joy
4496,feel apprehensive adopt label even identify queer seem still quite unclear subject keep feel separate queer community like joel,fear
4497,feel uptight day complete around feel right little nervs dream date thing pursue wedding always dream mine day min,fear
4498,sorry apparently offend lot woman woman feel need say something rude go anyway,anger
4499,know talk know eric talk thing happen mission like sometimes feel like get super overwhelmed stuff easy really hard mental game,joy
4500,provocative dream kind make feel slightly shake wake,fear
4501,feel still honoured deeply thankful grant opportunity,joy
4502,feel bit annoyed not really affect much,anger
4503,feel grumpy put,anger
4504,head fully expect sell age ago would find stagger back upstairs without feel bitter twisted disappointed least allocate penny still lurk bank account,anger
4505,feel suitably annoy panel time get recipe previously deem unworthy treat,anger
4506,feel poison torture room,fear
4507,think type show feeling laugh convince know happen beyond closed door make conclusion,joy
4508,begin feel bitter towards,anger
4509,get little twitchy feel like someone depend flawless job do end,joy
4510,feel could ever harm innocent girl way never imagine dire consequence,joy
4511,feel hateful sometimes,anger
4512,start feel festive little early year,joy
4513,like pull ever feel like snobbish musical taste,anger
4514,go sleep still feel triumphant,joy
4515,kind feel nervous anxious shit today,fear
4516,feel vulnerable one really close ever die either not know well young remember,fear
4517,not know mediation mean everyone else process value freely express feel inevitably leave feel vulnerable expose long delay feel anxiety building,fear
4518,feel spiteful toward,anger
4519,feel glad justice serve west say,joy
4520,also feel like way irritable today,anger
4521,not think honest lot thing could wrong keep feel skeptical certain thing everytime hang,fear
4522,always feel profoundly worthwhile,joy
4523,suppose moment feel vulnerable together laugh lot feel alive,fear
4524,frustrate not walk around float air see good every sidewalk pothole trip beat feel unsure scared,fear
4525,still feel like admission like popular show put category people kick puppy people steal ratty clothe back dickensian orphan,joy
4526,feel really nervous lose print file paper final security,fear
4527,let fuck world usually feel fuck honestly little scared,anger
4528,feel vulnerable alone,fear
4529,feel honoured host series talente,joy
4530,feel dangerous portray angel walk earth intermarry human,anger
4531,feel rebellious little annoyed mad cage,anger
4532,feel everything control ok,joy
4533,overwhelming feeling sadness people world hateful,anger
4534,feel like valuable college year waste daily routine,joy
4535,compare beauty feel unsure begin angel nature,fear
4536,hate even feel like rude must say love blog come insult food photography enjoy,anger
4537,feel shaky tired feel like go long run without eat come home really want banana gatorade,fear
4538,understand feel like hate friend,anger
4539,feel insult not know well,anger
4540,probably mention feeling leave lunch celebration top participant take lead speech competition another reason enter competition food delicious conversation amusing,joy
4541,feel paranoid every time log onto facebook attend church find yet another friend pregnant,fear
4542,feel pretty cranky could think much well feel cut hair,anger
4543,feel distracted recently,anger
4544,usually feel suspicious guilty consider little work day,fear
4545,feel greedy part come,anger
4546,always like winter season feel well adapt cold weather,joy
4547,feel resentful enough want write mean need work look get hackle raise other judge,anger
4548,feel confused can not stop dig bit,fear
4549,tell yeah feel insecure bully people make feel powerful physically,fear
4550,feel glamorous rich enough enrich perfume collection even haha,joy
4551,currently phase feel positive optimistic graduation though tend range daily basis euphoria deep deep depression bet ill feel tomorrow,joy
4552,hope pair we harbor hard feeling enjoy casual chat way life turn without need press title everything,joy
4553,feel distressed,fear
4554,finish type post realise ok long feel annoyed angry even sad,anger
4555,feel little adventurous order seafood paella lemonade drink arrive kick order glass sangria,joy
4556,laugh bitterly not feel bitter,anger
4557,sit listen wind blow tree feel calm finally ready come,joy
4558,feel grouchy upset situation girl go hope,anger
4559,much people watcher voyeur feel kinda weird walk around take street shot,fear
4560,see woman wear boot feel envious want curse,anger
4561,want please feel resentful get exhausted feel time painful warm properly,anger
4562,remember feel calmed ease even though minute good light feel confidence determination get good possible shot make difference world,joy
4563,feel skeptical,fear
4564,can not help feel little hesitant decision magnitude decision,fear
4565,feel vulnerable share thing write hit publish button anyway,fear
4566,guess like porn star look inch rubber dong feel bit hesitant whole thing,fear
4567,feel weird yank readjust point,fear
4568,also worried long trip vomit night may guess feel well,joy
4569,like feeling make difference time really reluctant change first however get use,fear
4570,confess feel quite angry read negative review use boy basically victim blaming slut shame,anger
4571,feel bit like mircowave not entirely pleasant feeling,joy
4572,feel acceptable well would allow meet need student targeted way,joy
4573,feel strange sitting blogge away amp study,fear
4574,feel highly intimidate get fluster can not form word even english,fear
4575,feel like perfect lazy fix hair,joy
4576,actually feel distressed,fear
4577,repeat life try take control life work feel afraid control,fear
4578,still hard time write work feel perfect,joy
4579,love projector old old smell displease old slightly musty early feel like little episode mad man set watch something,anger
4580,really lose lot nesting homemaking instinct desire pregnant long pregnant bad get though get month reprieve feel creative around six month mark notice post halloween,joy
4581,feel pretty glamorous,joy
4582,feel like hate everything happen deserve,anger
4583,want come feel reluctant reason,fear
4584,feel violent feel creative weapon,anger
4585,would give feeling fuck feel neutral,anger
4586,could say make anyone feel well actually reach goal,joy
4587,say feel like torture,anger
4588,not know feel thrill scared go miss,fear
4589,can not help look back child feel rather jealous also delighted live time nine year old child part world read thousand book year wish able,anger
4590,feel like savage eat meat would eat hand could not turkey,anger
4591,feel selfish think time,anger
4592,feel awfully spiteful right,anger
4593,get catch shoplift package gummy bear,fear
4594,feel like pull paige charm not hurt ok,joy
4595,feel delighted toward something could acheivment surrounding even unexpected event happen,joy
4596,say recent interview two guest next alcest album today feel glad reveal first one,joy
4597,feel anxious watch important game avoid bar asshole break heart miss meet cute boy,fear
4598,feel look eager anticipation come,joy
4599,touch piss janine appear totally forget birthday feel sarcastic comment card next week make,anger
4600,wake ill feel really really mad,anger
4601,not feel god damn selfish continue hurt time,anger
4602,feel threaten anyone get feeling want kill someone,fear
4603,may may cry thank make child feel special love,joy
4604,feel content fulfilled,joy
4605,email author interview feel little intimidate,fear
4606,yell kid drop hat reason possess energy anything feel irritable sad everything,anger
4607,feel though divine intervention behalf,joy
4608,get feeling person end hate,anger
4609,want world feel strange,fear
4610,walk another street stop feel helpless hopeless,fear
4611,feel like suspicious happy see,fear
4612,definitely ton learn still feel hopeful program,joy
4613,feel hateful everything suddenly,anger
4614,might also write bit science feel particularly energetic,joy
4615,feel thrilled able investigate personal mythology around subject,joy
4616,not want make bad impression new co worker job lab simply feel insecure agitate time,fear
4617,feel confident bless child lord time,joy
4618,feel strange sort will not resort,fear
4619,love comment feel free,joy
4620,wish could huge collective book club think conversation critical time people feel increasingly fearful unsettled disconnect,fear
4621,feel rush make poor food choice start slide back towards bad habit,anger
4622,break uncle radio player accidentally fear go cut go house well play,fear
4623,feel happy,joy
4624,disgust way bus conductor throw old woman oiut minibus simply could pay fare luggage,anger
4625,feel confident today front nine,joy
4626,go meeting sleepy lot time fall asleep meeting fight stay awake feel like torture stay awake,fear
4627,weekend sleep feel bitter world,anger
4628,smoothly hand twenty feeling smug interested,joy
4629,tend avoid news often feel like add value life make fearful anxious slightly paranoid,fear
4630,can not shake feeling offend hurt matter hard try conversation keep consume every thought,anger
4631,feel hesitant share something know experience personally offer hope amp eternal life,fear
4632,alight front hotel feel bellman appreciative glance,joy
4633,feel rush,anger
4634,feel rush prize give really dilute event future prize giving rush timetable,anger
4635,gigantic spider climb face flat,anger
4636,feel like perfect time enlist extra help,joy
4637,often find feel assault multitude sense impression,fear
4638,often feel fuck regardless,anger
4639,feel ridiculously uncomfortable day rise temperature not help add wicked heartburn list thing keep night,fear
4640,go ahead shooting afterwards guy ask go drink agree know ring try work thing angry feel stubborn,anger
4641,feel selfish spoil,anger
4642,feel fuck,anger
4643,feel like garbage wonderful though feel weak strong though feel like failure succeed though feel unworthy live dream end begin,joy
4644,feel creative mind bring diversity new thinking job,joy
4645,take stop bleeding gut leave feel far irritable violent usual,anger
4646,tell feel satisfied good standing power,joy
4647,feel like see bitter end go,anger
4648,feel really joyful img src http,joy
4649,feel bit confident here gorgeous pair cream amp lemon short recently purchase warehouse sale,joy
4650,feel lucky live portland land delicious food,joy
4651,also always feel little scared,fear
4652,always love blue angel feel privileged proud blue angel burmeister say,joy
4653,know holy spirit work plus feel divine gooooood way like massage reassure,joy
4654,still feel quite lively,joy
4655,feel nervous since not sore touch stretch use muscle feel assure nothing would pass,fear
4656,feel charm see hard plan adherence appear accomplishment august attempt olympic medal,joy
4657,understand may feel rather bit vulnerable homeless london precise way,fear
4658,could follow every twitch thought swell feel quiver torture expression,anger
4659,challenge feel value time,joy
4660,remember feel generous place charitable donation uk andover last sodding time dinner nuclear plant staff canteen,joy
4661,feel cute flirty bright coloured lipstick feel bold etc,joy
4662,feel like person ecstatic right,joy
4663,know true feel get scared,fear
4664,feel overwhelm heart beat hard go fast husband call see crack,fear
4665,believe moment feel til one skeptical song,fear
4666,know certain aspect personality attitude could improve impression everything fine feel absolutely assault statement co worker complain behind back,fear
4667,sleep last night however wake feel splendid sniffle itchy throat not sure could awake,joy
4668,feel shaky feverish mad,fear
4669,hope weatherman right forecast stay home not venture rain tomorrow feel kind creative,joy
4670,feel little suspicious,fear
4671,start buy whole everything happen reason bit god plan b c feel god love way would torture woman like torture deal w fertility issue,anger
4672,feel kinda violent today,anger
4673,way behind work fantasy novel feel frustrated,anger
4674,also feelin lil uptight sucky lately know reason,fear
4675,feel terribly like cassandra lock attic barn write beloved journal warm ginger cat mine huckleberry abelard,joy
4676,feel like uncomfortable limit,fear
4677,never see feeling would way violent guess right great act impressive direct movie ever want see distraction welcome,anger
4678,feel overwhelmed god grace,fear
4679,feel want need know need bleed fuck world,anger
4680,want tell arun single line solution problem leave feel extremely dissatisfied,anger
4681,get soon choir deal feeling headache killer could get way anger evening,anger
4682,feel mad sad discourage something marvelous lord jesus something holy word god ignite soul hope keep move forward,anger
4683,feel like may veer stereotype pretty soon,joy
4684,feel angry alone unwanted vex irritable time,anger
4685,let go animosity towards anyone feel wrong,anger
4686,mean good level term everything well think execute constant mirror puzzle top crap final boss battle make last level feel rush comparison though last boss bad matter way slice,anger
4687,connected family love much feel blessed find family connect many different level,joy
4688,feel indecisive turn eighteen hey age come up down right,fear
4689,find feel inhibited shush quite lot,fear
4690,actually answer pathetic fucking e mail fucking easy call andintrupte wonderful fucking day trad trash fuck slave feel feeling come bagan shiver shake fear,fear
4691,feel learn animal amazing thing point wondrous creator,joy
4692,nameless mid bottom law school graduate find marginally attach awash sea overeducated underpaid indenture peer feel dupe promise well life debt modern chemistry,joy
4693,feel like ought work casual activism construe something potentially stressful will not update tomorrow,joy
4694,feel like important keep take critical look idea like make sure stay ground reality,joy
4695,breathe scent first time feel embrace friendly hug five year,joy
4696,feel appreciative,joy
4697,instead feel restless,fear
4698,feel annoyed girl,anger
4699,find people raise issue yet come across official address feel helpless,fear
4700,feel unsure financial future thank stupid law point partly dependent js integrity reject jilt j take vow unsure even little worried get passport ability,fear
4701,feel afraid voice guest,fear
4702,feeling scared also know really big change mind body spirit,fear
4703,notice several month ago start feel resentful walk toward pedestrian crossing intention course cross road,anger
4704,see could feel someone reluctant let go,fear
4705,feel like accomplish something feel passionate life,joy
4706,feel irritable guess classic symptom depression,anger
4707,feel little grumpy thinking everything need get do flip around way well ready roll sleeve write list get work,anger
4708,feel like still catch rat race live morally acceptable life without actually anything serve live fire consume heart,joy
4709,ill honest feel almost relieve first find get book publish,joy
4710,feel whisper friendly voice start rise indulge heart content pay mind,joy
4711,know work ask divine assistance certainly make we feel graceful even situation remain,joy
4712,like think handle lot feel like cup runneth get irritable,anger
4713,feel like get handle trust instinct,joy
4714,may completely sure lot thing opinionated person opinion something feel strongly stubborn come especially come politic,anger
4715,feel helpless able help feel well good encourage think positively mom,fear
4716,feel weird want make sure feel love,fear
4717,sure stuff andy feel annoyed mess chemical,anger
4718,often feel distressed freak whenever child get sick,fear
4719,could walk slow pace browse booth long want dart shop main street without feel rush,anger
4720,can not hide feeling feel glad,joy
4721,feel happy excited since learn many thing,joy
4722,feel quite casual day,joy
4723,feel way know reputation student population eager join culture somehow doubt northwestern,joy
4724,review film blog entry david sit garden feeling slightly smug discover film shortlist good film entry,joy
4725,feel annoy everyone much much obnoxious yeah,anger
4726,smoker year quit week ago right finish book can not believe free feel know quit terrify life without cigarette,fear
4727,admit feel bit intimidate challenge,fear
4728,kind angel sometimes also mean devil use use harsh word feel irritated,anger
4729,like one take listening session get real feel lot distortion song agitate bit cause little research creative force behind unusual album,anger
4730,mane feel generous release new lp diary trap god free,joy
4731,necessarily think f bomb sex necessary story feel reassure see print journal,joy
4732,feel femme fatale except cute anymore pretty obvious britney control life burn yet get impression almost force career point can not will not deliver anymore,joy
4733,spend follow month drug induce haze incapable thought feeling anything glamorous,joy
4734,feel like helpless duckie target commie feds time want run hide,fear
4735,sleep room wake middle night think could hear noise see shadow move feel someone house,fear
4736,moment past couple day feel restless like need move around constantly,fear
4737,feel agitated result pleasant opposite calm peaceful,anger
4738,get feeling not really want talk hesitant,fear
4739,feel like intelligent enough teacher,joy
4740,tell touch needle would punch feel little hostile midst pain,anger
4741,feel rude think dial house,anger
4742,sure lose feel like everyone hostile toward hate feel,anger
4743,would outright tell girl book feel like guy smart clever probably already form sort idea theme idea book wrap around,joy
4744,school,anger
4745,like much feel like somehow term become popular future,joy
4746,hear many time already already feel skeptical whatever say,fear
4747,thankful parent understand make feel less wimpy,fear
4748,feel paranoid really go to cut hour frequency wear contact lense,fear
4749,sing one feels content comfortable life comfortable christmas include general happiness eternity,joy
4750,feel playful dance around place,joy
4751,feel like little distracted lately,anger
4752,can not help feel insecure,fear
4753,feel adventurous take stair,joy
4754,know fact feel terrified story good could reader actually convince buy book read hate never want read anything,fear
4755,feel assure world around seem bright,joy
4756,ever work feel privileged work amazing team,joy
4757,feel like become socially acceptable allow traditional view throw bus without fight offend someone stand,joy
4758,feel ultimately ok,joy
4759,not minute post something feel like nothing worthwhile write anything would slightly appeal anyone might read,joy
4760,realize let mind race start feel restless get desire smoke,fear
