,Comment,Emotion
11040,feel disadvantaged jealous without thing feel empower instead,sadness
11041,feel damn lame hahahahahha,sadness
11042,also feel fairly confident make realization realization make help dr,joy
11043,suggest create happy environment live partner man feel like feeling important,joy
11044,want world feel strange,fear
11045,feel particularly awful language learn capability week,sadness
11046,love able say feel love complacent spot,joy
11047,feel like professor not supportive student get thing do prepare early,love
11048,time feel insecure,fear
11049,get one feel like need either even thing immediately give one back make thing even less even use comeback insult,anger
11050,honestly self indulgent rather reckless consumption caffeine cigarette junk food combine dangerous ingredient freeze weather cause feel lethargic fat unfit,sadness
11051,feel super lazy screenshot guide today p hence read carefully proceed,joy
11052,feel stress intention remain control feeling,anger
11053,leave feel slightly daze confuse disappointed,surprise
11054,feel bit uncertain whole poem think remain,fear
11055,go bed one night stomach knot wake next day feel fantastic,joy
11056,feel recipe theme intelligent cook play time variation,joy
11057,feel something inside something delicate peaceful unfurling inside chest,love
11058,wonder feel like reluctant leader,fear
11059,see thin friend struggle gain weight eat lot rubbish food everyday see fat friend laugh see feel ashamed way look,sadness
11060,think make overall pleasant experience read well wifi accessibility well fitness facility well overall quality life can not shake feeling still really something support warfighter,joy
11061,feel stressed bad day take walk run,anger
11062,let finger stroke across chest heart marvel feel terrify step far,fear
11063,walk around yard even get waterside lake live could not feel finger cold,anger
11064,must unable contain expression immediately offer string reason word range inadequate computer computer difficulty use say computer feel inhibit write much computer fear lose,sadness
11065,start feel fake,sadness
11066,buy three book feel disillusion one bring glasgow,sadness
11067,feel like vile thing brood gnaw deeply spirit,anger
11068,feel stress anxious work tired weak,sadness
11069,mention post color pretty feel uncomfortable eye,fear
11070,sit front mac feel carefree feel month,joy
11071,feel bitchy saturday,anger
11072,subject unfair treatment work group,anger
11073,begin feel dull throbbing pain forefoot do run pain lateral area foot break,sadness
11074,begin feel shake badly would never repair,fear
11075,feel strangely tranquil happy,joy
11076,sure person complex set reason leave chalk one reason feel like hate academia probably little simple,anger
11077,guess boy feel shy sick honestly could use help,fear
11078,refuse allow wonderful feeling disturb crazy,sadness
11079,eat soup drink tea wear sweater still feel pleasant go outside,joy
11080,feel neurotic sometimes usually even know not something etc,fear
11081,feel cool newbie leave note,joy
11082,know saying tell someone feel thing change blink eye something along line although sweet easy say thing like really easy say person,love
11083,guess feel irritated great music get ignore even necessary,anger
11084,usually feel suspicious guilty consider little work day,fear
11085,feel frantic control message wary other reading fearful mean might find create performance,fear
11086,read new risen throne say cold amp desolate soundscape leave feel utterly scared amp alone yes,fear
11087,enjoy today darling long time since back horse admit feel little hesitant go,fear
11088,feel useful tool couple quest start family,joy
11089,feel pretty rebellious right write engineering class,anger
11090,feel pissed bite fucking tree log,anger
11091,think fun think would grant feel like suffer bit food detox time feel like finally make serious change healthy alone really awesome feeling,sadness
11092,feel craving get excited sometimes feel like thing make feel well,joy
11093,try stuff wildly feel heart messy inside safely politely back belong instead like scarecrow wizard oz anxious undone,sadness
11094,step outside house feel glad home,joy
11095,feel train vain describe ex girlfriend boyfriend cool confusion describe current girlfriend boyfriend name,sadness
11096,know two we feel somewhat sorry think might drown sorrow little salt vinegar lot batter lard,sadness
11097,feel like spend time thinking analyze pretty much everything,joy
11098,throe bring edge feel feeling submissive ownership emotion build,sadness
11099,would feel strange describe anyone interested let know add,fear
11100,particularly feel pressure act behave way culturally accept expect,fear
11101,feel pretty,joy
11102,feel pretty shitty maybe tell kiss ass,sadness
11103,apply everyday even wear make make feel much confident,joy
11104,feel ashamed,sadness
11105,feel resolve live life love miracle,joy
11106,go add photo today thank dear support feel overwhelmed different moment,fear
11107,feel sarcastic poetry come,anger
11108,try standby mother follow heart make feel like vain sometimes,sadness
11109,feel badly ability thrill see something like peg point,joy
11110,feel like getting fuck,anger
11111,feel ping brain pleasant,joy
11112,completely savour every moment feeling single carefree unbound,joy
11113,feel ashamed thing bible teach,sadness
11114,stop listen feel cool thing album embossed feather cover know see picture thank camera,joy
11115,want right way oh orihime whisper back feeling reassure sincerity,joy
11116,even go subject interesting anyway relate personally example use imaginary name protect friend family identity please feel offend u see name,anger
11117,teacher blunt relation child child upset arrive home,anger
11118,feel like not seem energetic happy even assistant bit wash hair dry cut pretty rough like want quickly get,joy
11119,feel lucky search mean spend less time search web page time look,joy
11120,feel really wonderful blessing,joy
11121,wait hour strength training would feel really listless,sadness
11122,not feel thrilled let alone excited,joy
11123,unemployed feel free offer job dir ltr href http henypire,joy
11124,not know strength tackle honestly feel pretty overwhelming point,joy
11125,come review however entirely sure leave feel somewhat dissatisfied bit brasse not happen,anger
11126,know effect day day happening serenity subtle time end feel irritable discontent without know,anger
11127,want home fill spirit contention want place child always feel spirit feel peaceful feel love,joy
11128,feel horny decide give double header long wet sloppy blowjob,love
11129,never make anything book look quite scary complicated feel brave,joy
11130,feel passionate want spend life,love
11131,feel need reach see fabulous plan ignite brand influence summer,joy
11132,feel ecstatic every time perfect water sport,joy
11133,feel fabulous stage marketing video every day life also,joy
11134,feel unwelcome home mine,sadness
11135,feel glad stress go make sterile sky spend nine month senegal writing non stop face initial rejection home farafina cassava republic reject manuscript burden friend manuscript vain,joy
11136,feel something like vain could raise score year,sadness
11137,feel like say something shocked silence,surprise
11138,feel neglectful lj,sadness
11139,feel dissatisfied anxious self impose weekly deadline,anger
11140,say give sweet little feeling fuck,anger
11141,go mode want write feel disgusted write,anger
11142,feel like pressure anything feel like make love husband connection assault rape,fear
11143,admit feel skeptical,fear
11144,already feel festive,joy
11145,plead people feel distraught not hear,fear
11146,start pin point fault home relationship feeling leave confuse purpose people live close,fear
11147,want feel like nurture respect protect equal,joy
11148,stop doubt leave feel dissatisfied,anger
11149,feel ground delighted good mood fill positive energy,joy
11150,feel like serve purpose anyone whether keep commit suicide casual conversation partner social gathering transport dark spot,joy
11151,ill attend college class ill bunch stuff tell guy like class go feel meet anyone cute,joy
11152,ever use along loreal max factor collection whenever see either one name instantly feel sweet nostalgic feeling discover make first time,love
11153,feel divine,joy
11154,forgive accept adn allow feel uncertain inferior moment someobdy look physical labour,fear
11155,feel doom fail b set think doom fail,sadness
11156,also feel embarrassed consciously look life see good thing everyone else see depression cycle hit even know good thing exist simply enough,sadness
11157,feel little dazed confuse today,surprise
11158,wake morning hour interrupted sleep feel lousy mostly leg,sadness
11159,feel rotten,sadness
11160,block could least something constructive room need major cleaning instance feel agitated least research story require lot research,anger
11161,feel assure future online entertainment rest good hand,joy
11162,agree original comment water feel like song transcend time gorgeously romantic cinematic feel like watch story belong someone else,love
11163,feel bit shaky night lately awake,fear
11164,remind feel calm,joy
11165,teenager people feel need make sarcastic bitchy comment kindly fuck,anger
11166,feel lucky alone time little one also anxiously await return guy,joy
11167,predictable feeling loki guy know many many fandom impressed loki feeling,surprise
11168,could understand survivor read might first feel offend talk abstract form rape,anger
11169,feel overwhelmed excitement anxiety prepare flight florence hour,fear
11170,leave hospital night feel helpless,sadness
11171,still feel well room even though love way house feel well,joy
11172,feel ugly right still happy,sadness
11173,hope super high feel proud,joy
11174,start feel feeling still rise heart like submissive tide obey lunar whim,sadness
11175,feel like thus far incredibly supportive time need,love
11176,reach feel strange sensation feel something,fear
11177,feel like universe think handle give suffering,sadness
11178,however feel somewhat dishearten end tonight,sadness
11179,feel amazed find papamoka show,surprise
11180,lie feel like trust person really trust trust guess trustworthy,joy
11181,feel angry waste work side,anger
11182,feel cranky irrationally,anger
11183,feel empty body,sadness
11184,close eye take feeling wish could go back time live amazing moment open eye take back fahad presence lean skeleton swing set smile,surprise
11185,mostly feel cause hateful memory girl use run everchanging sailormoon gateway think still make name stupid mean,anger
11186,feel quite happy,joy
11187,feel fearful,fear
11188,feel melancholy run vein well,sadness
11189,feel timid six,fear
11190,day post op feel fantastic,joy
11191,buy make palette two month back post today buy item feel ecstatic,joy
11192,tired feeling overwhelmed seem like assault every direction always good,fear
11193,tired feel unloved undesired unappreciated unsupported,sadness
11194,dance feel joy generous become live present let trauma hook less important past become,joy
11195,feel like lose grip fantastic avril lavigne song pop head,joy
11196,good productive happy day feeling inspire,joy
11197,feel torture quite sure handle get drunk non stop feel anything,fear
11198,feel unloved,sadness
11199,take psych class college define love something rather selfish focus way feel beloved,love
11200,actually consider buy feel unsure hehe,fear
11201,want jayson cause feel supportive person person able help delivery,love
11202,get back desk sit cry feel humiliated,sadness
11203,start feel resentful whole situation something click,anger
11204,feel horny horny,love
11205,perhaps feel emotional connection issue american would take enjoyment away,sadness
11206,feel cool cool cool cool cool girl feel cool cool cool cool cool girl,joy
11207,feel remarkably calm point,joy
11208,get feeling play medium issue seem try cool speak,joy
11209,feel quite scared work life balance start work ken,fear
11210,would really recommend take approach last thing want feel disappointed little nugget arrive,sadness
11211,feel like impatient mensa member time,anger
11212,feel shy sharia stream student still struggle european union policy decision make thesis uncle discuss trillion dollar project government lead company glc,fear
11213,feel hot walk market sun,love
11214,small circle feel comfortable turn day madden,joy
11215,feel need update loyal reader vacation habit region manager assistant,love
11216,know feel way would seem greedy nice expect someone splurge spur moment ask,anger
11217,doubt anybody find black white solution definitely put new level understanding happen border right make anyone hurl epithet immigrant child feel ashamed doubt,sadness
11218,feel soooooooo giggly,joy
11219,feel carefree love try outfit like one,joy
11220,confuse feeling truth like view can not believe could blind like float fall not mind like view think feel lyric href http www,love
11221,leave feel reject judge deem inadequate,sadness
11222,finish bike feel strong like complete success nail want bike split fast end think could,joy
11223,keep go despite feel miserable,sadness
11224,feel virtuous,joy
11225,also stop read fashion magazine make feel ugly fat,sadness
11226,political animal think big disease world suffer day age disease people feel unloved know give love minute hour day month give,sadness
11227,remember feel frantic desperately try say need say q,fear
11228,hate even feel like rude must say love blog come insult food photography enjoy,anger
11229,mean way house feel draw around like arrange rearrange little corner assemble still life flower precious object,joy
11230,make feel unloved unwanted,sadness
11231,wonder mind reader draw blank get around stupid people stupid people leave room feel like somebody smart walk,joy
11232,ill start one interlochen see jonathan boy ask freak use like realize stupid sing recording feel regretful whole ordeal yeah,sadness
11233,finally hop new friend feel dong pleasant,joy
11234,think book write feel like talk incessantly gracious beautiful think come close point long hand word anymore point hand,joy
11235,feel unimportant,sadness
11236,know also many other especially parent feel shocked betray reveal,surprise
11237,feel amuse know info post directly site plain view exactly first place post directly livevideo site last night internet,joy
11238,guess right feel way not know lately not faithful contribute member christian faith,joy
11239,feel frustrated work wonder live life meaning purpose,anger
11240,feel privileged honor attend ptk international convention get opportunity represent college along five member,joy
11241,get feeling people life think lead sort charm existance,joy
11242,sleep vey irritable feel paranoid work oncology dpt hospital feel paranoiud cancer chemo,fear
11243,realize struggle feel joyful,joy
11244,avoid say fail make feel rotten know good confidence,sadness
11245,celebrate holiday parent extended family heart feel empty know son alone struggle life,sadness
11246,feel paranoid atleast get comfort dd person talk feel lie total crap around nicest kind caring person ever meet not think ever find anyone great life,fear
11247,spend last half hour feeling ridiculously angry insensitive comment partner change minute ago real pride much change,anger
11248,feel bit shitty past day sudden drop self esteem go,sadness
11249,feel amuse man tone could help laugh,joy
11250,feel remorseful,sadness
11251,feel like mention dislike katy perry dr,sadness
11252,think get enough info know subject go home feel comfident could actually keen get start experiment,joy
11253,imagine go come away feel little jealous quite,anger
11254,still feel guilty day take spot,sadness
11255,feel like intruder least unwelcome one,sadness
11256,keep wonderful feeling dream terrified bad harmful wrong,fear
11257,think decent scheme work generous enough provide average player plenty free experience without force feel crappy pay get enjoyable game,sadness
11258,know suppose cheerfull season christmas season feel loose beloved cat tigger early year,joy
11259,feel funny without,surprise
11260,feel exhausted,sadness
11261,feel hopeful go least find truth say wendy brown alexa mother,joy
11262,feel useless not bring income,sadness
11263,full life feel appalled,anger
11264,literally feel hateful glare direct,anger
11265,confess feel little apprehensive,fear
11266,simply feel important present well front other one ask evident support think type discussion perspective topic exchange,joy
11267,feel like want smart not want see stupid,joy
11268,start feel bit alarmed afraid reason,fear
11269,tell not alone feel vulnerable,fear
11270,pray continue give confident happy god fear feel love,love
11271,forgive accept allow forget decide thus decide feel groggy morning,sadness
11272,feel one episode everything fall place really like one turn,love
11273,stubborn take getting hurt admit even feel considerate respect,joy
11274,feel like wait girl less messy,sadness
11275,iv try read back problem make feel like superior help young naive person,joy
11276,want wonderful feel passionate career,joy
11277,choose mouse feel cute trip pile sand repeatedly vigorously direct,joy
11278,realize friend talk sign certain contract,anger
11279,feel amazed view past week,surprise
11280,goal orient person never feel satisfied hot pursuit goal,joy
11281,already feel impatient cancel hyundai tucson last year wait almost seven month,anger
11282,not know whether feel flattered sort disgusted,anger
11283,feel annoy everyone much much obnoxious yeah,anger
11284,want savor feeling ecstatic anticipation abide day,joy
11285,know sound feel lousy sound way feel way sound make good contribution work today chip shoulder think mistreatment receive,sadness
11286,feel helpless can not protect family add,fear
11287,wake ill feel really really mad,anger
11288,feel sure nervousness fear always lurk mind feel ease heart hopeful theo ad eli happy healthy safe live old people fulfilled life,joy
11289,not much art online feel properly represent skillz unfortunate scenario know,sadness
11290,feel shamed like enjoy certainly sex kissing far enough,sadness
11291,feel people scared give,fear
11292,not feel like respect,joy
11293,want talk talk talk feel like way anything go get resolve afraid go let go,joy
11294,tell touch needle would punch feel little hostile midst pain,anger
11295,hope would would feel disappointed deplete,sadness
11296,feel energetic less tired two pound,joy
11297,feel less doubtful towards person sincerity rebuild relationship,fear
11298,feel like need artistic community friend class,joy
11299,not think ill feel really awkward,sadness
11300,know satan plan make we feel inadequate never expect would actually listen,sadness
11301,go get soapbox talk something feel really passionate,joy
11302,feel smart need,joy
11303,feel listless,sadness
11304,feel burden responsibility pressure,sadness
11305,bring good feel depressed,sadness
11306,minor neuropathy go finger fingernail feel funny sensitive might mean could lose soon,surprise
11307,would talk drake know would not judge feeling would let gush much like,love
11308,feel slightly daze tired angry normal emotion mood experience day day week week,surprise
11309,feel fine apart little tired rudley wake noisy driver,joy
11310,feel joyful surprised joyful surprising someone,joy
11311,feel blogging less dignified medium also understand competition distinction somewhat blur really href http www,joy
11312,can not help feel though perhaps perception not keen think,joy
11313,feel someone bumbe delicate set,love
11314,feel like special,joy
11315,feel like doom return,sadness
11316,crave get move not feel agitated,fear
11317,thankful parent understand make feel less wimpy,fear
11318,feel listless thing rather strain around lately,sadness
11319,feel impatient christian church disciple christ many manifestation fact yet get even slight whiff call,anger
11320,make feel christ not delicious creature ever see,joy
11321,get idea something want write feel passionate sculpt great sentence,joy
11322,feel shy fact love inanimate thing,fear
11323,start learn feel awkward not bad thing feel awkward not sort social disorder,sadness
11324,say never truly get choice freedom decide life make hard feel like get less dirty end really shitty stick,sadness
11325,get feeling brew kind moronic shit storm,sadness
11326,leave movie feeling frightened least convince number hold kind mystical power key government conspiracy,fear
11327,suffer low confidence always look way come across confident feel outgoing,joy
11328,feel longing care love,love
11329,feel bitchy something like family go shit,anger
11330,believe lot girl feel way especially feel really low,sadness
11331,really feel like mostly culmination start play club want make dancefloor friendly stuff stuff certain tempo range fit nicely set,joy
11332,rest feel fully resolve problem turn attention towards something else,joy
11333,feeling reassure right,joy
11334,happy get back know would not feel crappy forever,sadness
11335,follow dream heart make life feel sweet work,love
11336,feel deeply remorseful regretful,sadness
11337,want achieve something make feel worthwhile dig gape hole depression ridiculous anguish feel every day,joy
11338,not think many people get feel go menopause sure think great period,joy
11339,feel ashamed not pretty,sadness
11340,feel hopeful thankful supportive family help transition,joy
11341,feel convince,joy
11342,feel heartbroken feel dead inside lose angry,sadness
11343,get scared feel ignore feel happy get silly choke word make wish dream still want believe anything happen world ordinary girl like like ordinary girl like like,sadness
11344,feel peaceful yet determine listen slight hum noise ceiling fan,joy
11345,often feel distressed freak whenever child get sick,fear
11346,cross line target developer game hurt feeling need hurt,sadness
11347,feel thankful everyday burn way let know darkness life lead parent rise show nothing wrong,joy
11348,think ecology metaphor second language study time feel like thought elegant word ever,joy
11349,feel sentimental loyalty much next average joe know prone irrational attachment super lucky super prosperous well educate white girl exact middle life,sadness
11350,love photograph gorgeous family love feel strong radiate around,joy
11351,feel stress work escape,sadness
11352,remember feel disappointed discourage realize first two baby belly woman,sadness
11353,feel inlove whenever watch film love steve sean faris julie love interest adore friendship plus thrilled whole sleepover scavenger hunt thing absolutely love part julie talk mom,joy
11354,write word feel sweet baby kick within memory refresh would anything boy,love
11355,need feel personally value,joy
11356,feel emotional perhaps physical ailment subside,sadness
11357,feel neglectful reception graze arm walk pull back say go way imporant people stone full champagne could tell beautiful seem nice,sadness
11358,feel sentimental wait vermont christmas whole ryan family,sadness
11359,not feel incredibly passionate medicine recently fact not feel particularly passionate anything,love
11360,guess feel appreciative,joy
11361,feel lot guilt try hard find solution continue breastfeed much far past month time go feel content know good could resource support time,joy
11362,feel bit smug well annoy,joy
11363,excited new change cause really feel like help feel like funny blogge world,surprise
11364,feel like successful,joy
11365,feel wrong,anger
11366,feel not think appreciate could not appreciative,joy
11367,get feeling tabloid either ignore somehow paint hero comedic genius shed totally happy even woman house upset,sadness
11368,read personal story share feel totally ok share,joy
11369,continue without alva noe tell ill course long awhile try run even feel ok,joy
11370,feel extremely agitated come home china,fear
11371,think go dinner feel like might bother,anger
11372,feel honour art someone home enjoy daily basis,joy
11373,feel like carry suuuper low,sadness
11374,wonder feel really smart,joy
11375,feel punish care,sadness
11376,feel beat tired mentally physically,sadness
11377,pull explain feel penis least feel feeling ache back throbbing ball sting nipple,sadness
11378,gather feel brave enough press home book,joy
11379,feel sure donation would reject,joy
11380,feel depressed infertility receive slew pregnancy announcement week,sadness
11381,find agree lot thought pregnant woman wrong feel superior other man basically want woman let anything want,joy
11382,feel shocked look elder fitch twin,surprise
11383,mother tremendous phone talk hour good mood,joy
11384,feel dumb first run seem head amp little much struggle brain,sadness
11385,okay still little feel brother amazed like mihm go get play time,surprise
11386,see kyuhyun crowd today stroll apgujeong hyunjin woman breathe feel every bit sceptical word,fear
11387,sure still remember keep feel excited enjoy already along way,joy
11388,feel virtuous day clean house need mopping tidying,joy
11389,start feel rotten sore stomach sickness need go toilet,sadness
11390,try find something make feel foolish,sadness
11391,not mean boast feel rather impressed message,surprise
11392,person world feel miserable time time,sadness
11393,not want approach topic lightly time feel apprehensive put,fear
11394,would feel terrified enjoy movie little well,fear
11395,always feel jealous,anger
11396,feel quite impressed go two direction across top row left column,surprise
11397,word describe feeling reply say day today lovely country india never think anything like ever happen everyone treat we gracefully humbly respect,love
11398,feel like monster make way rubble stunned body think need find way keep go,surprise
11399,know contribute success feel petty enough today ignore contribution,anger
11400,use deborah lippmann hard rock base couple week seem prevent stain exceedingly well ws feel brave enough try modify french tip two coat peachy pink jelly sation love first byte random black dotting tool spot,joy
11401,finish note want sound sad feel positive happy iv write go head stop dwell move make happen,joy
11402,feel strangely carefree free burden feel absolutely wonderful,joy
11403,think might feel little remorseful pursue either option right put back burner case change mind later,sadness
11404,nervous feel passionate,joy
11405,feel like amazing series epic movie theater,joy
11406,feel less alone like belong,sadness
11407,aware indulge wounded self first thought feel impatient burden make sure love adult charge think second love thought feel happy blessed peaceful,anger
11408,feel somewhat dishearten guess submit something lacklustre meet deadline,sadness
11409,express feeling homophobic boring denial,sadness
11410,really want die want pain experience allow other experience watch feel helpless anything,sadness
11411,feel generous proposal allow crop base biofuel reduce fossil fuel use withdraw market biofuel altogether mean around investment uk biofuels industry could peril,joy
11412,feel strange sense importance life world stare star night,fear
11413,feel fearless,joy
11414,feel need come let get table discuss hopefully resolve,joy
11415,feel invigorated refresh afterwards,joy
11416,unwashe hair new shirt also weather bomb also feel sleep deprive not diet coke,sadness
11417,excited try consider not many people rave not feel like anything special lash not really like drier formula type mascara prefer wet formula one,joy
11418,feel like service core relatively useless,sadness
11419,feel condition hurt deeply pleasant,joy
11420,feeling drain probably relate addison,sadness
11421,leave feel little disheartened,sadness
11422,feel uncertain next step take,fear
11423,feel satisfied finish revision exam,joy
11424,feel guilt sad anger anything feel less completely thrilled life,joy
11425,also feel prompting offer comment exactly go troubled world lead regard time find,sadness
11426,want understand count thing joy life feel anything joyful,joy
11427,go day goddess workout feel fabulous,joy
11428,feel ampatuan join force hell bitchy human want spread bad odor world,anger
11429,breathe walk feel less joyful people,joy
11430,never feel triumphant glowy treadmill,joy
11431,feel worthless ugly href http afaerytaleinmakebelieve,sadness
11432,hear soothe low soft voice marvel voice make feel calm strong also,joy
11433,feel lousy try cheer school time choir practice,sadness
11434,feel restless lately,fear
11435,also feel like way irritable today,anger
11436,feel freakishly optimistic really run natural character,joy
11437,survive low part crash start feel hopeful,joy
11438,ask feel outraged,anger
11439,feel cool like one cool kid neighborhood haha,joy
11440,still feel mentally game string unfortunate event write sit sideline temporarily,sadness
11441,feel like support even,love
11442,already feel stress salvage friendship time go realize also another point not help,anger
11443,feel soooo eco friendly,joy
11444,feel like hopeless case beside,sadness
11445,feel love,love
11446,want able leave house without feel terrified go work every day,fear
11447,think feel extremely cold yesterday brew something actual weather,anger
11448,feel brave today go,joy
11449,feel fake lash,sadness
11450,try hard help see joy life always feel help damaged empty people time fail accept failure mine hard time,sadness
11451,feel jolly accomplish currently,joy
11452,go lie start feel confident skinny fiber drop size x size x clothing,joy
11453,leave feel helpless anything,fear
11454,remember feel absolutely devastate see,sadness
11455,irritated know not pregnant waste time feel lousy reason,sadness
11456,feel horny ask show cam show ask show body great cyber sex day,love
11457,feel hopeless strange really want actually disappear,sadness
11458,want hug drink beer together neither feel torture time,anger
11459,feel generous treat friend dinner bbq home little backyard weather still nice warm,joy
11460,not want feel humiliate begin regret decision stay,sadness
11461,feel slightly agitated,anger
11462,feel unwelcome country,sadness
11463,will not get try honestly make feel terrible make feel like bad guy,sadness
11464,feel content happy,joy
11465,feel strange mix extremely proud relieve path fabulous future gutte choose move live hall residence uni,fear
11466,feel funny say book sell million copy every week seem minority,surprise
11467,feel afraid live alone live far,fear
11468,feel like somehow convince really pointless event somehow mean everything we,joy
11469,feel sad know much miss entire powell clan,sadness
11470,feel rather pleased colombian remember gringa bike el amparo take wing reckon inquire boat group would get discount,joy
11471,feel like totally fuck,anger
11472,feel really weird sense isolation would creep pretty bad alone,surprise
11473,feel like doomed cassandra,sadness
11474,feel stress learn lot give blog look time wish could,anger
11475,find make huge difference especially finger ring skin feel much soft less irritated,anger
11476,feel vulnerable,fear
11477,not know know build good habit without feel deprive way,sadness
11478,feel like neglectful pet owner,sadness
11479,want team girlfriend accept sport amp health challenge tone drop pound exercise five day week eat healthy feel energetic,joy
11480,feel victimize someone something,sadness
11481,wake feel alarmed,fear
11482,will not feel deprive stick,sadness
11483,feel abit grouchy kim,anger
11484,feel repressed compare dear href http eurodancemix,sadness
11485,feel pretty honored around really great mom woman,joy
11486,feel petty getting work stuff really make way,anger
11487,read feel like enjoy rich journey history settle american west well value faith fortitude hard work joy readily cherish hopefully,joy
11488,feel horny go omegle sex chat cyber sex guy,love
11489,remember feel bitter could not pop balloon join celebration,anger
11490,would feel helpless feeling wrong frustrated misunderstood,fear
11491,kiyoshi share feeling memory delicate personal time life,love
11492,blind feeling mean like stupid,love
11493,feel like much suffering we christ jesus,sadness
11494,feel sad today not know fix,sadness
11495,continue feel disgusted every time accidentally catch glimpse mirror see result impromptu picture,anger
11496,think feel entirely wonderful wife date someone order go okay happen,joy
11497,wake morning sexy dream feel horny need fuck,love
11498,love life even feeling isolated,sadness
11499,mean minor pain minuscule growth get feeling tampon period cramp firs time life certainly dad idea carefree holiday,joy
11500,feel foot ache thigh numb knee hip although gain weight feel like shift middle feel like little trap crumble body,sadness
11501,share previously tv program another minor disagreement bed leave feeling reject lonely,sadness
11502,feel afraid receive question paper part ii exam,fear
11503,realize tired feel weird relationship boy,fear
11504,feel shaky dizzy stomach start hurt miss meal,fear
11505,satisfied final installment feel bit melancholy,sadness
11506,feel bless journey quickly honor help,love
11507,listen cd leave feel little confident less stress,joy
11508,guess give credit douche bag though feeling give birth lovely word utter,love
11509,remember feel embarrassed entire meeting,sadness
11510,feel like snow globe shake still wait dust settle,fear
11511,feel feature make hairstye look really elegant,joy
11512,ask feel pressure,fear
11513,feel like pretty self assure order,joy
11514,feel need divine direction order move forward thing god call,joy
11515,feel consistently dissatisfied disengage disintereste without zest life eat,anger
11516,feel pretty proud element room somehow work way onto body,joy
11517,admit feel little hesitant embed music video case,fear
11518,make today bonus feel like today already worthwhile,joy
11519,feel like god gracious answer prayer,joy
11520,begin feel like know terrain live numb long numb feel like norm story end fairy tale start begin feel happy,sadness
11521,certain occasion fight boyfriend fight close door face go away come back next day,anger
11522,feel much miss,sadness
11523,feel peaceful calm within,joy
11524,feel really bitchy stop read not want hear sob story,anger
11525,feel remembrance strange justin aryiku fall latter category,fear
11526,begin try understand must feel surprise earthquake see devastate picture live escape tsunami,surprise
11527,sign prenatal yoga make effort get walk hopefully trip gym near future gain less weight feel well,joy
11528,honestly say one time life feel legtimately victimize,sadness
11529,see time feel anxious live eat,fear
11530,feel bad police officer,sadness
11531,tired sore not really feel like makin mile trip church ecstatic enjoy every minute,joy
11532,plan get hammer warn feel virtuous,joy
11533,could feel person piss person not understand try say personal attack ask nationality give shit face blah blah,anger
11534,not like poetry much feel whiney dramatic people,sadness
11535,feel fond want squeeze tightly unusually,love
11536,hate feel indecisive negative right not know want,fear
11537,long feel furious lack cooperation,anger
11538,actually go pilate yesterday feel somewhat remorseful shoe wear day shoe often refer stinky foot katie shoe,sadness
11539,wake every morning know hell feel like crap stomach fire bone ache go bed every night feel thing,sadness
11540,munch craisin feel like something sweet,love
11541,deep thinker sometimes leave feeling depressed inspire,sadness
11542,personally feel god gentle kind not think want enter friendship,love
11543,feel people answer considerate serious,joy
11544,love inspire student creative love moment create something make feel successful,joy
11545,healthy mild annoying cold ad new cold make feel awful past day,sadness
11546,feel something unfortunate take place though new york,sadness
11547,feel especially vulnerable treat second class citizen,fear
11548,start feel kick alcohol jerald slightly amuse say would probably see half hour later,joy
11549,remember use feel watch tv see sara rue popular inspiration,joy
11550,go force read dianne wayne jones even can not read hell develop complex realisation ask question can not answer insecure little berk need feel superior everyone around,joy
11551,like small town feel friendly open polite conversation,joy
11552,feel damn fantastic,joy
11553,look back moment writing life feel bit ashamed part want wrap everything theory series pack story idea call day,sadness
11554,miss feel glad,joy
11555,think do wrong call suddenly not feel confident say yes,joy
11556,feel like necessity romantic relationship much harmful context problem,love
11557,get stitch side first mile could not feel foot cold etc etc,anger
11558,feel need turn beloved nation,joy
11559,feel fearful upset situation life notice reminder sit right begin repeat affirmation,fear
11560,feel horribly restless,fear
11561,feel like read lisas blog ever lovely finally meet boy recognise immediately,love
11562,feel doubtful,fear
11563,money sort feel messy,sadness
11564,feel really strong since start shred two week ago new muscle,joy
11565,feel humiliate since boy lead gt lt get sick avoid dance folkeskole go chance,sadness
11566,feel terrible want cheer,sadness
11567,certainly sound like lowdown bitch counter back people say whatever exactly bother oh well bet hit one aim wonder people feel entertained exhilarate thrilled excited provoke feeling other,joy
11568,feel offended question result unfair say lazy,anger
11569,mean know feel person value family give money food table,joy
11570,feel scent enjoy way drink coffee dignify smirk sight interesting detail black ink spilling word white paper spell lip scim along love ask think,joy
11571,feel convinced not want let go,joy
11572,believe feeling blame solely lack empathy towards family life government policy maker employer analysis survey would seem suggest,sadness
11573,feel jaded still sep preparation part progress moribund feel like go sep anymore,sadness
11574,feel generous let make href https www,love
11575,feel melancholy past parent pass never really tell thankful,sadness
11576,say make feel less depressed anxious mingle depression certainty get side keep put one foot front,sadness
11577,bless knowledge thing would feel ungrateful share other,sadness
11578,possibility fail examination,fear
11579,think valid complaint not willing deal aspect imagine rather subjective make sure cover base moment still feel dangerous despite cover,anger
11580,smile feel rude make eye contact also really help,anger
11581,feel stubborn today get home like way go to go get mri soon,anger
11582,feel heartbroken enter semipro,sadness
11583,feel embarassed humiliate sad miserable title permanent link already fall love,sadness
11584,could feel blake sharply feel little delicate guess could say,love
11585,feel stressed overwork run fume,anger
